37.0	1.0	0.0	1.0	4.0	0.0	77.0	1.0	0.0	2.0	2.0	0.0	3.0	0.0	5993.0	1.0	1.0	0.0	18.0	3.0	3.0	80.0	1.0	7.0	2.0	4.0	7.0	5.0	0.0	7.0	0.0
54.0	2.0	0.0	1.0	4.0	0.0	1245.0	4.0	1.0	3.0	3.0	0.0	3.0	0.0	10502.0	7.0	1.0	0.0	17.0	3.0	1.0	80.0	1.0	33.0	2.0	1.0	5.0	4.0	1.0	4.0	0.0
34.0	2.0	0.0	7.0	3.0	0.0	147.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0	6074.0	1.0	1.0	1.0	24.0	4.0	4.0	80.0	0.0	9.0	3.0	3.0	9.0	7.0	0.0	6.0	1.0
39.0	1.0	0.0	1.0	1.0	0.0	1026.0	4.0	1.0	2.0	4.0	0.0	4.0	2.0	12742.0	1.0	1.0	0.0	16.0	3.0	3.0	80.0	1.0	21.0	3.0	3.0	21.0	6.0	11.0	8.0	0.0
28.0	2.0	0.0	1.0	3.0	1.0	1111.0	1.0	0.0	2.0	1.0	1.0	2.0	0.0	2596.0	1.0	1.0	0.0	15.0	3.0	1.0	80.0	2.0	1.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0
24.0	1.0	1.0	4.0	1.0	1.0	1445.0	4.0	1.0	3.0	2.0	2.0	3.0	2.0	4162.0	1.0	1.0	1.0	12.0	3.0	3.0	80.0	2.0	5.0	3.0	3.0	5.0	4.0	0.0	3.0	0.0
29.0	1.0	0.0	9.0	5.0	4.0	455.0	2.0	0.0	2.0	1.0	1.0	4.0	1.0	3983.0	0.0	1.0	0.0	17.0	3.0	3.0	80.0	0.0	4.0	2.0	3.0	3.0	2.0	2.0	2.0	0.0
36.0	1.0	1.0	2.0	2.0	1.0	513.0	2.0	0.0	2.0	3.0	2.0	3.0	2.0	7596.0	1.0	1.0	0.0	13.0	3.0	2.0	80.0	2.0	10.0	2.0	3.0	10.0	9.0	9.0	0.0	0.0
33.0	1.0	0.0	4.0	4.0	1.0	305.0	3.0	1.0	2.0	1.0	3.0	2.0	2.0	2622.0	6.0	1.0	0.0	21.0	4.0	4.0	80.0	0.0	7.0	3.0	3.0	3.0	2.0	1.0	1.0	0.0
34.0	1.0	0.0	2.0	4.0	2.0	1383.0	3.0	1.0	3.0	2.0	4.0	4.0	1.0	6687.0	1.0	1.0	0.0	11.0	3.0	4.0	80.0	0.0	14.0	2.0	4.0	14.0	11.0	4.0	11.0	0.0
24.0	1.0	2.0	22.0	1.0	2.0	1714.0	4.0	0.0	1.0	1.0	2.0	3.0	2.0	1555.0	1.0	1.0	0.0	11.0	3.0	3.0	80.0	1.0	1.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0
35.0	1.0	0.0	10.0	4.0	1.0	1587.0	1.0	1.0	3.0	2.0	4.0	3.0	1.0	6142.0	3.0	1.0	1.0	16.0	3.0	3.0	80.0	0.0	10.0	4.0	3.0	5.0	2.0	0.0	4.0	0.0
30.0	1.0	0.0	3.0	3.0	2.0	297.0	4.0	1.0	3.0	1.0	3.0	1.0	1.0	2657.0	5.0	1.0	1.0	11.0	3.0	3.0	80.0	0.0	8.0	5.0	3.0	5.0	2.0	0.0	4.0	1.0
54.0	1.0	0.0	8.0	4.0	0.0	578.0	3.0	1.0	3.0	2.0	1.0	3.0	1.0	3780.0	7.0	1.0	0.0	11.0	3.0	3.0	80.0	0.0	19.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0
34.0	1.0	0.0	1.0	3.0	0.0	1447.0	4.0	1.0	2.0	1.0	1.0	2.0	2.0	3294.0	5.0	1.0	0.0	17.0	3.0	1.0	80.0	1.0	7.0	2.0	2.0	5.0	4.0	0.0	2.0	0.0
47.0	1.0	1.0	2.0	4.0	0.0	925.0	4.0	1.0	2.0	1.0	5.0	4.0	1.0	3294.0	1.0	1.0	1.0	18.0	3.0	1.0	80.0	0.0	3.0	3.0	2.0	3.0	2.0	1.0	2.0	0.0
36.0	0.0	1.0	15.0	4.0	3.0	2036.0	4.0	0.0	1.0	2.0	2.0	4.0	0.0	5406.0	1.0	1.0	0.0	24.0	4.0	1.0	80.0	1.0	15.0	4.0	2.0	15.0	12.0	11.0	11.0	0.0
35.0	1.0	0.0	1.0	4.0	1.0	1172.0	4.0	0.0	2.0	1.0	1.0	3.0	2.0	2258.0	6.0	1.0	0.0	12.0	3.0	2.0	80.0	1.0	10.0	2.0	3.0	8.0	0.0	1.0	7.0	0.0
29.0	1.0	1.0	19.0	3.0	0.0	1497.0	3.0	0.0	2.0	2.0	2.0	3.0	0.0	8620.0	1.0	1.0	0.0	14.0	3.0	3.0	80.0	2.0	10.0	3.0	3.0	10.0	7.0	0.0	4.0	0.0
56.0	1.0	0.0	14.0	4.0	0.0	161.0	2.0	1.0	3.0	1.0	3.0	2.0	2.0	4963.0	9.0	1.0	1.0	18.0	3.0	1.0	80.0	3.0	7.0	2.0	3.0	5.0	4.0	4.0	3.0	1.0
45.0	1.0	0.0	10.0	2.0	0.0	544.0	1.0	0.0	3.0	1.0	3.0	4.0	2.0	2654.0	3.0	1.0	0.0	21.0	4.0	4.0	80.0	2.0	8.0	3.0	2.0	2.0	2.0	0.0	2.0	0.0
46.0	1.0	0.0	1.0	4.0	1.0	288.0	4.0	0.0	3.0	3.0	4.0	1.0	0.0	9396.0	7.0	1.0	0.0	16.0	3.0	3.0	80.0	1.0	17.0	3.0	3.0	4.0	2.0	0.0	3.0	0.0
39.0	1.0	0.0	10.0	1.0	1.0	1800.0	3.0	0.0	3.0	3.0	6.0	3.0	1.0	13464.0	7.0	1.0	0.0	21.0	4.0	3.0	80.0	0.0	9.0	3.0	3.0	4.0	3.0	2.0	2.0	0.0
52.0	1.0	1.0	3.0	4.0	3.0	776.0	3.0	0.0	2.0	4.0	7.0	1.0	2.0	16856.0	1.0	1.0	0.0	11.0	3.0	1.0	80.0	0.0	34.0	3.0	4.0	34.0	6.0	1.0	16.0	0.0
32.0	0.0	0.0	1.0	3.0	0.0	951.0	3.0	1.0	2.0	1.0	1.0	2.0	2.0	2332.0	6.0	1.0	0.0	20.0	4.0	3.0	80.0	0.0	5.0	3.0	3.0	3.0	0.0	0.0	2.0	0.0
46.0	2.0	0.0	18.0	1.0	1.0	624.0	1.0	1.0	3.0	3.0	4.0	3.0	2.0	10527.0	5.0	1.0	0.0	11.0	3.0	4.0	80.0	0.0	28.0	3.0	2.0	2.0	2.0	1.0	2.0	0.0
28.0	1.0	0.0	17.0	2.0	1.0	536.0	3.0	0.0	3.0	2.0	1.0	1.0	0.0	4558.0	1.0	1.0	0.0	12.0	3.0	4.0	80.0	1.0	10.0	2.0	3.0	10.0	0.0	1.0	8.0	0.0
29.0	1.0	0.0	23.0	2.0	0.0	824.0	3.0	0.0	4.0	1.0	3.0	3.0	2.0	2700.0	1.0	1.0	0.0	24.0	4.0	3.0	80.0	1.0	10.0	3.0	3.0	10.0	7.0	0.0	7.0	0.0
39.0	1.0	1.0	24.0	1.0	3.0	2056.0	2.0	1.0	2.0	4.0	2.0	4.0	2.0	12031.0	0.0	1.0	0.0	11.0	3.0	1.0	80.0	1.0	21.0	2.0	2.0	20.0	9.0	9.0	6.0	0.0
33.0	1.0	0.0	9.0	3.0	1.0	1238.0	1.0	0.0	3.0	1.0	3.0	4.0	2.0	2781.0	0.0	1.0	0.0	13.0	3.0	2.0	80.0	1.0	15.0	5.0	3.0	14.0	10.0	4.0	10.0	0.0
38.0	1.0	1.0	3.0	3.0	0.0	307.0	1.0	0.0	3.0	3.0	2.0	3.0	0.0	10609.0	0.0	1.0	0.0	12.0	3.0	3.0	80.0	2.0	17.0	6.0	2.0	16.0	10.0	5.0	13.0	0.0
27.0	2.0	0.0	5.0	2.0	0.0	1850.0	4.0	1.0	3.0	1.0	1.0	4.0	1.0	2379.0	0.0	1.0	1.0	14.0	3.0	3.0	80.0	0.0	6.0	3.0	2.0	5.0	4.0	0.0	2.0	0.0
19.0	2.0	1.0	1.0	1.0	2.0	235.0	3.0	1.0	1.0	1.0	5.0	1.0	1.0	2325.0	0.0	1.0	0.0	21.0	4.0	1.0	80.0	0.0	1.0	5.0	4.0	0.0	0.0	0.0	0.0	1.0
54.0	1.0	0.0	17.0	3.0	2.0	1013.0	3.0	1.0	3.0	3.0	0.0	3.0	2.0	10739.0	8.0	1.0	0.0	11.0	3.0	3.0	80.0	1.0	22.0	2.0	3.0	10.0	7.0	0.0	8.0	0.0
53.0	1.0	0.0	23.0	4.0	0.0	901.0	4.0	1.0	3.0	4.0	6.0	4.0	1.0	14275.0	6.0	1.0	0.0	18.0	3.0	3.0	80.0	0.0	33.0	0.0	3.0	12.0	9.0	3.0	8.0	0.0
33.0	0.0	1.0	8.0	1.0	0.0	1044.0	2.0	1.0	2.0	1.0	5.0	4.0	1.0	2342.0	0.0	1.0	0.0	19.0	3.0	4.0	80.0	0.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
29.0	1.0	1.0	2.0	3.0	1.0	366.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	6644.0	2.0	1.0	0.0	19.0	3.0	2.0	80.0	2.0	10.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
33.0	2.0	0.0	3.0	3.0	0.0	702.0	1.0	0.0	3.0	1.0	3.0	1.0	1.0	3348.0	1.0	1.0	1.0	11.0	3.0	1.0	80.0	0.0	10.0	3.0	3.0	10.0	8.0	9.0	7.0	1.0
42.0	1.0	0.0	29.0	3.0	0.0	836.0	2.0	0.0	3.0	2.0	0.0	2.0	2.0	4434.0	1.0	1.0	0.0	13.0	3.0	4.0	80.0	1.0	10.0	3.0	2.0	9.0	8.0	7.0	8.0	0.0
34.0	2.0	0.0	10.0	4.0	2.0	1597.0	4.0	0.0	2.0	2.0	4.0	3.0	2.0	5063.0	1.0	1.0	0.0	14.0	3.0	2.0	80.0	1.0	8.0	3.0	2.0	8.0	2.0	7.0	7.0	0.0
42.0	1.0	1.0	5.0	2.0	3.0	1029.0	4.0	0.0	3.0	5.0	7.0	3.0	2.0	18303.0	6.0	1.0	0.0	13.0	3.0	2.0	80.0	0.0	21.0	3.0	4.0	1.0	0.0	0.0	0.0	0.0
26.0	1.0	1.0	1.0	3.0	0.0	476.0	3.0	0.0	3.0	2.0	2.0	3.0	2.0	5296.0	1.0	1.0	0.0	17.0	3.0	2.0	80.0	1.0	8.0	3.0	3.0	8.0	7.0	7.0	7.0	0.0
55.0	1.0	0.0	1.0	4.0	1.0	1424.0	2.0	0.0	4.0	4.0	6.0	4.0	0.0	14732.0	2.0	1.0	0.0	13.0	3.0	4.0	80.0	2.0	31.0	4.0	4.0	7.0	7.0	0.0	0.0	0.0
50.0	2.0	1.0	1.0	4.0	0.0	2044.0	2.0	0.0	3.0	2.0	2.0	3.0	0.0	6728.0	7.0	1.0	0.0	12.0	3.0	4.0	80.0	2.0	12.0	3.0	3.0	6.0	3.0	0.0	1.0	1.0
37.0	1.0	0.0	7.0	4.0	1.0	1885.0	4.0	0.0	3.0	2.0	3.0	1.0	2.0	4284.0	5.0	1.0	1.0	22.0	4.0	3.0	80.0	1.0	16.0	2.0	3.0	5.0	3.0	0.0	4.0	0.0
45.0	0.0	1.0	26.0	3.0	3.0	1612.0	1.0	0.0	2.0	2.0	2.0	1.0	2.0	4385.0	1.0	1.0	0.0	15.0	3.0	1.0	80.0	1.0	10.0	2.0	3.0	10.0	7.0	4.0	5.0	0.0
43.0	2.0	1.0	15.0	3.0	0.0	754.0	4.0	0.0	2.0	2.0	2.0	4.0	2.0	6804.0	3.0	1.0	0.0	18.0	3.0	3.0	80.0	1.0	7.0	5.0	3.0	2.0	2.0	2.0	2.0	0.0
39.0	1.0	1.0	5.0	3.0	2.0	42.0	4.0	0.0	3.0	2.0	5.0	4.0	2.0	2086.0	3.0	1.0	0.0	14.0	3.0	3.0	80.0	1.0	19.0	6.0	4.0	1.0	0.0	0.0	0.0	1.0
38.0	1.0	1.0	2.0	2.0	3.0	1125.0	4.0	0.0	3.0	3.0	2.0	2.0	1.0	7351.0	7.0	1.0	0.0	16.0	3.0	3.0	80.0	0.0	10.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0
31.0	1.0	0.0	1.0	4.0	1.0	95.0	3.0	0.0	3.0	1.0	3.0	2.0	1.0	2501.0	1.0	1.0	0.0	17.0	3.0	2.0	80.0	0.0	1.0	4.0	3.0	1.0	1.0	1.0	0.0	0.0
51.0	1.0	0.0	1.0	3.0	0.0	353.0	3.0	0.0	3.0	1.0	3.0	4.0	2.0	2723.0	1.0	1.0	0.0	11.0	3.0	2.0	80.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
36.0	1.0	0.0	1.0	3.0	2.0	1237.0	3.0	1.0	1.0	3.0	0.0	1.0	0.0	10252.0	2.0	1.0	1.0	21.0	4.0	3.0	80.0	1.0	17.0	2.0	3.0	7.0	7.0	7.0	7.0	0.0
39.0	1.0	0.0	6.0	1.0	1.0	2062.0	4.0	0.0	2.0	3.0	4.0	1.0	2.0	9991.0	4.0	1.0	0.0	15.0	3.0	1.0	80.0	1.0	9.0	5.0	3.0	7.0	7.0	1.0	7.0	0.0
32.0	2.0	0.0	24.0	4.0	0.0	772.0	1.0	0.0	3.0	2.0	1.0	4.0	2.0	5309.0	1.0	1.0	0.0	15.0	3.0	4.0	80.0	2.0	10.0	2.0	3.0	10.0	8.0	4.0	7.0	0.0
27.0	1.0	0.0	8.0	3.0	1.0	1647.0	2.0	1.0	4.0	1.0	3.0	3.0	2.0	3517.0	7.0	1.0	0.0	17.0	3.0	1.0	80.0	0.0	5.0	0.0	3.0	3.0	2.0	0.0	2.0	0.0
39.0	0.0	0.0	9.0	3.0	0.0	2022.0	4.0	0.0	3.0	5.0	7.0	4.0	1.0	19431.0	2.0	1.0	0.0	13.0	3.0	3.0	80.0	0.0	21.0	3.0	2.0	6.0	0.0	1.0	3.0	0.0
34.0	1.0	0.0	7.0	4.0	1.0	1577.0	1.0	0.0	3.0	1.0	3.0	4.0	1.0	2972.0	1.0	1.0	0.0	13.0	3.0	3.0	80.0	0.0	1.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0
34.0	1.0	0.0	27.0	2.0	1.0	247.0	4.0	1.0	3.0	1.0	3.0	2.0	1.0	2311.0	2.0	1.0	0.0	15.0	3.0	4.0	80.0	0.0	9.0	3.0	3.0	3.0	2.0	1.0	2.0	0.0
43.0	1.0	1.0	16.0	3.0	3.0	327.0	4.0	1.0	3.0	4.0	7.0	4.0	2.0	16064.0	5.0	1.0	1.0	22.0	4.0	3.0	80.0	1.0	22.0	3.0	3.0	17.0	13.0	1.0	9.0	0.0
31.0	1.0	0.0	2.0	4.0	0.0	1721.0	2.0	0.0	3.0	1.0	1.0	3.0	2.0	3477.0	1.0	1.0	0.0	14.0	3.0	4.0	80.0	1.0	6.0	2.0	4.0	5.0	2.0	0.0	3.0	0.0
31.0	1.0	1.0	6.0	4.0	0.0	163.0	2.0	0.0	1.0	2.0	2.0	3.0	2.0	6172.0	4.0	1.0	1.0	18.0	3.0	2.0	80.0	0.0	12.0	3.0	2.0	7.0	7.0	7.0	7.0	1.0
38.0	1.0	0.0	1.0	4.0	0.0	724.0	2.0	1.0	4.0	2.0	4.0	4.0	1.0	7625.0	0.0	1.0	0.0	13.0	3.0	3.0	80.0	0.0	10.0	4.0	2.0	9.0	7.0	1.0	8.0	0.0
36.0	0.0	1.0	1.0	5.0	1.0	479.0	4.0	1.0	3.0	2.0	2.0	4.0	1.0	6653.0	4.0	1.0	0.0	15.0	3.0	2.0	80.0	0.0	7.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0
42.0	1.0	0.0	24.0	3.0	1.0	605.0	4.0	0.0	3.0	3.0	0.0	1.0	2.0	7406.0	1.0	1.0	1.0	21.0	4.0	4.0	80.0	1.0	10.0	5.0	2.0	10.0	9.0	5.0	8.0	0.0
43.0	2.0	1.0	26.0	2.0	0.0	158.0	3.0	0.0	3.0	4.0	7.0	4.0	2.0	16959.0	1.0	1.0	1.0	12.0	3.0	4.0	80.0	2.0	25.0	3.0	4.0	25.0	12.0	4.0	12.0	0.0
36.0	2.0	1.0	3.0	4.0	1.0	481.0	1.0	0.0	2.0	3.0	2.0	4.0	2.0	9699.0	4.0	1.0	0.0	11.0	3.0	1.0	80.0	1.0	16.0	2.0	3.0	13.0	9.0	1.0	12.0	0.0
